"RT..NO.","BCR","State","RT..NAME","RT..LENG.","NLCD.0","NLCD.11","NLCD.12","NLCD.21","NLCD.22","NLCD.23","NLCD.24","NLCD.31","NLCD.41","NLCD.42","NLCD.43","NLCD.52","NLCD.71","NLCD.81","NLCD.82","NLCD.90","NLCD.95","SUM","km"
51113,27,"Mississippi","EMBRY",40371,0,82,0,2207,129,0,0,0,5637,1436,1088,2257,79,2464,2222,289,20,17910,0.2
51119,27,"Mississippi","NECAISE",39556.8,0,141,0,1793,113,0,0,0,0,3669,275,4925,1500,2892,290,1976,15,17589,0.2
51129,27,"Mississippi","DIBERVILLE",38863.3,0,34,0,2396,331,48,0,100,0,7834,18,3139,393,442,353,2131,68,17287,0.2
51205,26,"Mississippi","TCHULA 3",37660.7,0,1733,0,1946,96,40,7,1,2441,259,335,590,55,730,7553,1001,6,16793,0.2
51224,27,"Mississippi","SCOOBA 3",49948,0,89,0,2418,57,0,0,187,4086,5808,2827,3168,582,2035,45,721,18,22041,0.2
51229,27,"Mississippi","LATIMER",36130.6,0,34,0,1867,164,44,0,24,0,7295,18,3110,312,818,127,2184,58,16055,0.2
51900,27,"Mississippi","SANDY CREEK",41436.8,0,0,0,1371,7,0,0,14,2299,8616,4011,1240,105,49,42,547,0,18301,0.2
51901,27,"Mississippi","LAKE COMO",39960.4,0,113,0,2211,298,78,11,0,1716,4018,2923,2322,480,2685,77,902,3,17837,0.2
51902,27,"Mississippi","OKATIBBEE L.",44045.9,0,842,0,2375,254,23,0,0,4416,1789,1788,2328,90,3644,39,1928,123,19639,0.2
51903,26,"Mississippi","DELTA N.F.",40126.8,0,459,0,1542,0,0,0,0,7,0,5,0,0,0,3719,12143,0,17875,0.2
51904,26,"Mississippi","TIPPO",39958.7,0,243,0,1864,0,0,0,0,0,5,0,0,0,116,13296,1921,323,17768,0.2
51905,26,"Mississippi","TALLAHATCHIE",40373.5,0,1326,0,1787,13,0,0,0,22,0,7,0,0,0,9855,4749,170,17929,0.2
51906,27,"Mississippi","GRENADA LAKE",41344.1,0,1633,0,2173,873,105,22,0,4958,2582,1186,1392,6,1708,273,1007,402,18320,0.2
52001,26,"Missouri","DEVENTER",46922.9,0,360,0,1922,923,206,0,0,940,0,5,0,10,457,15451,424,144,20842,0.2
52002,24,"Missouri","PULASKI",37032.9,0,124,0,2132,557,108,23,20,6662,98,809,0,571,5162,0,156,9,16431,0.2
52003,24,"Missouri","PEACE VALLEY",42751,0,0,0,1929,42,5,0,0,6723,124,218,0,326,9454,70,16,0,18907,0.2
52004,24,"Missouri","SWEDEN",39421.2,0,0,0,1809,106,9,0,28,8112,286,468,45,246,6189,14,48,0,17360,0.2
52005,24,"Missouri","CASSVILLE",39380.4,0,1,0,1999,361,51,0,19,4047,253,33,19,121,10503,39,20,0,17466,0.2
52006,24,"Missouri","PINEVILLE",40348,0,76,0,2117,463,97,41,140,8477,231,36,9,741,5052,10,228,4,17722,0.2
52007,26,"Missouri","CP GIRARDEAU",40873.1,0,126,0,1706,1719,946,481,0,2279,6,272,0,44,4794,5667,116,1,18157,0.2
52008,24,"Missouri","CASCADE",39523.4,0,0,0,1472,295,0,0,111,10064,296,146,9,365,4696,98,127,0,17679,0.2
52009,24,"Missouri","IRONTON",35312.6,0,20,0,1334,61,0,0,0,7628,989,3403,169,119,1939,0,0,0,15662,0.2
52010,24,"Missouri","AKERS",40757.1,0,0,0,2378,67,5,0,0,6579,784,575,0,101,7605,0,36,0,18130,0.2
52011,24,"Missouri","WESCO",40485.8,0,0,0,1802,20,0,0,0,11556,1123,276,0,335,2688,0,203,0,18003,0.2
52012,24,"Missouri","CLEMENTINE",46605.4,0,170,0,2716,498,230,44,72,12863,322,145,25,383,2876,35,76,12,20467,0.2
52013,24,"Missouri","HANDLEY",42262.9,0,6,0,1837,717,117,23,5,4903,107,270,148,57,10275,117,76,0,18658,0.2
52014,24,"Missouri","GRAYDON",51135.4,0,87,0,1832,866,34,0,19,6601,301,45,363,72,11967,275,19,5,22486,0.2
52015,22,"Missouri","FILLEY",39102.1,0,6,0,1670,17,0,0,0,4862,91,7,236,127,9676,532,0,0,17224,0.2
52016,24,"Missouri","REEDS",44431.8,0,70,0,1795,89,27,3,2,1379,0,2,35,42,12252,4050,93,1,19840,0.2
52017,22,"Missouri","WASHINGTON",37773.6,0,324,0,1466,1433,322,109,14,4810,47,49,0,88,4078,3959,109,39,16847,0.2
52018,24,"Missouri","HAYDEN",38979.2,0,15,0,2364,267,71,25,6,8066,315,901,8,365,4839,0,103,0,17345,0.2
52019,22,"Missouri","DANVILLE",37249.3,0,12,0,1399,892,123,76,23,2903,9,5,5,48,3762,6917,264,6,16444,0.2
52020,24,"Missouri","SYRACUSE",33846.2,0,7,0,1772,104,0,0,12,7004,115,230,435,327,4562,367,118,0,15053,0.2
52021,24,"Missouri","CENTERTOWN",41473.3,0,20,0,2061,335,30,0,0,5112,203,275,135,130,9552,567,89,14,18523,0.2
52022,24,"Missouri","COLE CAMP",40152.9,0,38,0,1829,2313,632,170,5,1077,33,60,202,18,8540,2878,155,0,17950,0.2
52023,22,"Missouri","OHIO",38656.9,0,119,0,1683,5,0,0,0,4389,6,8,156,252,6872,3447,90,201,17228,0.2
52024,22,"Missouri","SNI MILLS",40021.7,0,104,0,2884,791,33,0,0,1949,9,0,71,499,8979,2506,81,0,17906,0.2
52025,22,"Missouri","RENSSELAER",38774.3,0,100,0,1551,707,35,0,0,843,6,0,69,99,4895,8665,258,7,17235,0.2
52026,22,"Missouri","WARREN",43028.3,0,143,0,1514,577,1,0,12,2601,12,37,113,317,4619,9031,84,63,19124,0.2
52027,22,"Missouri","MADISON",38896.2,0,33,0,1983,176,11,0,0,855,5,0,21,102,6109,7865,188,36,17384,0.2
52028,22,"Missouri","HUNTSVILLE",40298.6,0,32,0,1959,225,28,0,5,5399,40,150,74,763,8201,996,62,5,17939,0.2
52029,22,"Missouri","ROCKINGHAM",37064.2,0,28,0,1503,70,0,0,5,2069,0,0,9,446,5424,6658,125,0,16337,0.2
52030,22,"Missouri","STET",39057,0,170,0,1523,375,6,5,7,277,0,0,7,0,978,13622,261,76,17307,0.2
52031,22,"Missouri","HAMILTON",40335.1,0,48,0,1435,1577,164,77,0,716,0,0,14,129,6055,7506,120,1,17842,0.2
52032,22,"Missouri","FRAZIER",38517.8,0,54,0,1512,310,10,0,0,1096,1,0,29,276,6331,7166,336,0,17121,0.2
52033,22,"Missouri","KAHOKA",39621.4,0,63,0,1793,469,143,12,24,1716,3,18,119,419,4263,8141,365,63,17611,0.2
52034,22,"Missouri","STICKLERVILL",38493.3,0,54,0,1874,137,0,0,0,3672,61,397,257,750,7367,2338,109,0,17016,0.2
52035,22,"Missouri","TRENTON",39213.2,0,120,0,1554,339,0,0,6,1694,0,44,46,182,9099,4194,105,24,17407,0.2
52036,22,"Missouri","BOLCKOW",40528.9,0,86,0,1664,453,16,21,34,1095,0,8,0,153,4481,9704,303,79,18097,0.2
52037,22,"Missouri","TARKIO",40771.2,0,7,0,2624,202,30,0,0,1171,0,0,0,378,1630,12025,33,9,18109,0.2
52052,24,"Missouri","WILLIAMSVILL",39613.7,0,12,0,1907,177,8,0,0,8825,3349,1520,60,528,1085,0,126,0,17597,0.2
52053,24,"Missouri","BENNETT",39412.3,0,0,0,1519,5,0,0,0,11587,1248,758,0,287,2060,0,30,0,17494,0.2
52054,24,"Missouri","HILDA",37707.4,0,0,0,1526,59,0,0,0,11587,291,518,349,675,1571,0,0,0,16576,0.2
52055,24,"Missouri","CRANE",40371.1,0,40,0,1599,157,0,0,9,5323,260,119,327,175,9474,68,278,0,17829,0.2
52056,24,"Missouri","WHITEWATER",41426.1,0,71,0,1151,880,17,0,0,4154,41,16,8,30,9816,2036,146,0,18366,0.2
52057,24,"Missouri","BARKS",40073,0,51,0,1595,270,16,0,8,6638,33,6,0,199,7228,1476,64,0,17584,0.2
52058,24,"Missouri","CENTERVILLE",39792.6,0,0,0,1617,3,0,0,65,10484,1149,1601,557,318,1842,0,40,0,17676,0.2
52059,24,"Missouri","MARSHFIELD",39470.9,0,4,0,1752,168,28,7,21,6051,154,216,59,174,8687,0,23,0,17344,0.2
52061,24,"Missouri","BLAND",39192.9,0,24,0,2103,414,135,24,123,8247,97,480,14,223,5184,248,3,0,17319,0.2
52062,24,"Missouri","OSAGE BEACH",39338.6,0,4,0,1646,209,41,0,51,8036,529,266,81,309,6095,42,70,0,17379,0.2
52064,22,"Missouri","MILLWOOD",40124.5,0,21,0,1419,898,48,0,7,3035,0,14,13,89,3400,8748,73,0,17765,0.2
52066,22,"Missouri","LACLEDE",41657.8,0,133,0,1447,652,5,0,0,880,6,37,0,130,8346,6694,213,11,18554,0.2
52067,22,"Missouri","KEARNEY",36776,0,62,0,2743,629,0,0,0,2220,13,0,37,347,8135,1900,99,2,16187,0.2
52068,22,"Missouri","KIRKSVILLE",39342.4,0,64,0,1849,209,0,0,0,1414,4,96,257,234,11546,1774,75,6,17528,0.2
52070,22,"Missouri","MCFALL",40724.6,0,59,0,2128,491,15,0,0,1905,5,26,22,464,9150,3704,47,45,18061,0.2
52071,22,"Missouri","NEW POINT",40262.1,0,23,0,3481,1023,223,62,7,2437,9,0,0,934,1457,7045,281,815,17797,0.2
52109,24,"Missouri","GRANITEVILLE",38300.3,0,7,0,1848,71,5,0,51,9541,565,1533,10,628,2686,0,128,0,17073,0.2
52112,24,"Missouri","CLEMENTINE 2",41481.3,0,177,0,2180,378,144,43,73,12719,333,154,25,257,1798,27,62,12,18382,0.2
52117,22,"Missouri","GILDEHOUSE",38766.8,0,160,0,1460,645,61,14,158,8698,343,94,24,405,4273,663,185,0,17183,0.2
52122,24,"Missouri","SEDALIA",42083.1,0,37,0,1843,1313,260,114,5,1435,24,86,250,0,9057,4097,183,1,18705,0.2
52124,22,"Missouri","KINGSVILLE",42091.5,0,145,0,2362,974,10,0,0,2310,7,0,125,663,9475,2392,24,0,18487,0.2
52126,22,"Missouri","FRANKFORD",41122.7,0,42,0,1453,246,24,0,25,3297,0,15,36,0,3955,8823,216,11,18143,0.2
52130,22,"Missouri","NORBORNE",40169,0,121,0,1562,332,6,5,3,241,0,0,7,0,1569,13655,312,4,17817,0.2
52131,22,"Missouri","CAMERON",42827.8,0,67,0,1604,1592,178,77,0,801,0,0,56,310,5695,8477,96,1,18954,0.2
52133,22,"Missouri","KAHOKA2",40740.7,0,84,0,1958,544,139,12,24,1444,7,7,107,390,4368,8636,326,47,18093,0.2
52136,22,"Missouri","BARNARD",40085.8,0,99,0,1736,376,45,19,14,870,0,8,19,142,3903,10416,197,17,17861,0.2
52137,22,"Missouri","WATSON",40076.8,0,1,0,2506,180,31,0,0,1266,0,0,0,462,2499,10835,28,9,17817,0.2
52212,24,"Missouri","PALACE",44145.4,0,47,0,1983,47,0,0,0,14693,1072,104,9,263,1426,0,35,12,19691,0.2
52217,22,"Missouri","UNION",48187.8,0,111,0,1827,704,118,13,7,10973,395,113,39,690,5356,870,223,0,21439,0.2
52317,22,"Missouri","MOSELLE",43319.7,0,82,0,1599,518,54,5,0,10098,306,86,29,655,5294,661,156,0,19543,0.2
53001,10,"Montana","LIBBY DAM",45426.9,0,117,0,1222,2143,309,0,3,0,10936,0,4144,442,0,0,433,171,19920,0.2
53002,10,"Montana","KALISPELL",44754.9,0,732,0,2037,1278,141,0,0,6,3007,0,3443,1770,3827,2350,102,929,19622,0.2
53003,10,"Montana","ST MARY",41349.7,0,373,0,2749,438,30,0,0,1599,361,31,3555,8719,103,172,188,3,18321,0.2
53004,11,"Montana","HAY LAKE",38651,0,19,0,1528,27,0,0,0,0,0,0,84,2828,0,12511,48,0,17045,0.2
53005,11,"Montana","SUNBURST",40178.5,617,10,0,2035,213,6,0,55,0,0,0,212,3489,0,11122,51,88,17898,0.2
53006,11,"Montana","VIRGELLE",37397.6,0,0,0,1289,37,0,0,0,0,0,0,42,2250,0,12826,0,0,16444,0.2
53007,11,"Montana","CLEVELAND",40719.5,0,0,0,501,0,0,0,0,0,162,0,3090,11552,1267,780,641,139,18132,0.2
53008,11,"Montana","HARLEM",42537.5,0,4,0,1540,1762,113,35,0,0,0,0,1031,7351,860,5454,406,33,18589,0.2
53009,11,"Montana","MALTA",45116.8,0,0,0,970,27,0,0,0,0,0,0,1150,12566,0,5288,14,1,20016,0.2
53010,11,"Montana","GLASGOW",39427.7,0,0,0,1858,454,10,0,0,0,2,0,255,2998,0,11792,68,131,17568,0.2
53011,11,"Montana","OSWEGO",40291.6,0,24,0,1530,191,0,0,0,0,0,0,44,5836,0,9923,153,41,17742,0.2
53012,11,"Montana","REDSTONE",39100,0,0,0,1636,143,0,0,0,0,0,0,114,6858,0,8283,195,64,17293,0.2
53013,10,"Montana","ST REGIS",42251.4,0,0,0,854,690,1011,36,0,0,11661,0,2909,416,82,0,231,355,18245,0.2
53014,10,"Montana","POLSON",41979.3,0,0,0,1208,378,49,12,0,0,653,0,776,10554,3269,1537,7,0,18443,0.2
53015,10,"Montana","ARLEE",38193.9,0,437,0,0,0,0,0,0,0,11201,0,2895,1817,103,16,421,0,16890,0.2
53016,10,"Montana","AUGUSTA",40837.4,0,19,0,916,270,13,0,116,0,2,0,3436,12008,538,166,467,33,17984,0.2
53017,11,"Montana","GREAT FALLS",43326.5,0,308,0,1363,1143,736,119,0,0,0,0,171,4742,0,10254,0,0,18836,0.2
53018,17,"Montana","HIGHWOOD",41805.8,0,254,0,266,106,0,0,7,0,7,0,2732,8332,234,4908,1530,78,18454,0.2
53019,17,"Montana","LEROY",40953.8,0,4,0,2077,632,0,0,14,0,21,0,1753,11526,0,2129,37,0,18193,0.2
53020,17,"Montana","ROY",40190.7,0,30,0,59,45,0,0,18,0,38,0,2747,14197,72,487,106,5,17804,0.2
53021,17,"Montana","BRUSETT",41166.1,0,22,0,0,0,0,0,3,0,495,0,1198,4381,0,12008,128,70,18305,0.2
53022,17,"Montana","JORDAN",37919.8,0,8,0,16,0,0,0,18,0,392,0,2240,11695,0,2090,112,120,16691,0.2
53023,17,"Montana","CIRCLE",39432.3,0,19,0,2022,51,0,0,0,0,0,0,41,7608,0,7629,10,7,17387,0.2
53024,17,"Montana","SAVAGE",41080,0,57,0,0,0,0,0,83,18,4,0,604,16699,0,664,13,1,18143,0.2
53025,10,"Montana","WOODMAN",40417,0,0,0,2016,494,35,0,0,0,9458,0,3479,489,378,0,482,454,17285,0.2
53026,10,"Montana","CLINTON",38427.4,0,0,0,1776,32,0,0,0,0,9101,0,1231,1615,619,206,2240,0,16820,0.2
53027,10,"Montana","ELLISTON",38006.5,0,0,0,820,810,16,0,0,0,4559,0,3151,4170,2147,31,835,8,16547,0.2
53028,10,"Montana","BOULDER",42019.1,0,0,0,1725,350,0,0,0,0,7,0,2096,9801,2232,2444,17,0,18672,0.2
53029,17,"Montana","TWO DOT",38809,0,103,0,750,7,0,0,0,0,34,0,2371,11797,516,6,1536,55,17175,0.2
53030,17,"Montana","SHAWMUT",40464.3,0,41,0,36,51,0,0,98,0,0,0,1599,10036,1127,4381,427,8,17804,0.2
53031,17,"Montana","FLATWILLOW",40171.5,0,0,0,0,0,0,0,0,0,112,0,967,10098,286,5740,557,7,17767,0.2
53032,17,"Montana","INGOMAR",38077.6,0,4,0,488,157,10,6,28,0,0,0,405,15816,0,0,7,22,16943,0.2
53033,17,"Montana","FORSYTH",39908.4,0,56,0,694,366,87,0,0,7,180,0,1843,12175,703,536,824,188,17659,0.2
53034,17,"Montana","LOCATE",38926.9,0,0,0,472,269,0,0,0,0,54,0,4157,10798,0,1286,114,56,17206,0.2
53035,17,"Montana","WEBSTER",40007.2,0,0,0,619,77,0,0,0,21,45,0,2241,9386,34,5122,90,153,17788,0.2
53036,10,"Montana","SULA",45180,0,0,0,370,208,0,0,0,16,8880,0,5802,2369,536,1233,137,0,19551,0.2
53037,10,"Montana","TWIN BRIDGES",39394.5,0,2,0,2086,1287,97,0,0,0,0,0,11,3273,6471,3892,219,0,17338,0.2
53038,10,"Montana","WILLOW CREEK",38395.6,0,14,0,2232,793,121,91,0,0,12,0,606,9938,2831,26,218,0,16882,0.2
53039,10,"Montana","CHESTNUT",40813,0,0,0,226,188,49,0,0,276,4865,29,4733,4081,3293,0,175,0,17915,0.2
53040,17,"Montana","REED POINT",41024.9,0,47,0,225,220,23,0,0,0,2322,0,4975,7754,861,405,1151,16,17999,0.2
53041,10,"Montana","LAUREL",39800,0,24,0,142,274,8,0,0,0,243,0,6490,2901,611,6346,274,75,17388,0.2
53042,17,"Montana","ST XAVIER",38456.2,0,66,0,1214,759,9,0,2,17,23,0,604,4217,2020,6888,947,249,17015,0.2
53043,17,"Montana","BRANDENBERG",37491,0,0,0,2417,110,0,0,7,0,887,0,2013,9650,231,199,828,268,16610,0.2
53044,17,"Montana","POWDERVILLE",41162,0,18,0,166,17,1,0,0,0,0,0,5144,12107,2,644,125,82,18306,0.2
53045,17,"Montana","ALBION",40133.2,0,0,0,2515,206,0,0,6,0,0,0,5631,8879,29,564,0,18,17848,0.2
53046,10,"Montana","BEAVERHEAD",39169.1,0,1,0,711,23,0,0,0,14,87,5,4779,9355,0,0,75,2241,17291,0.2
53047,10,"Montana","RED ROCK",42775.8,0,106,0,2289,10,0,0,0,6,1325,13,7891,3269,0,0,73,4046,19028,0.2
53063,10,"Montana","THOMPSON RIV",54644.6,0,0,0,0,0,0,0,0,0,18486,0,4581,401,0,0,148,189,23805,0.2
53064,10,"Montana","NINEMILE",47554.3,0,16,0,36,8,0,0,0,61,11119,0,1538,2230,3911,0,1505,0,20424,0.2
53074,10,"Montana","PABLO RES.",41066.8,0,125,0,2606,365,86,0,0,0,86,0,67,995,8233,4957,303,20,17843,0.2
53075,10,"Montana","FISH CREEK",47228.8,0,0,0,0,0,0,0,10,0,12030,0,5484,431,23,0,1175,1327,20480,0.2
53076,10,"Montana","SKALKAHO",64741.7,0,7,0,1390,18,0,0,0,0,20323,0,3119,2694,0,0,15,0,27566,0.2
53086,10,"Montana","PAINTED ROCK",34782.8,0,778,0,0,0,0,0,75,0,9808,0,2740,824,134,2,819,70,15250,0.2
53087,10,"Montana","WISE RIVER",52153.8,0,55,0,432,80,39,0,9,0,12222,0,868,8042,862,0,190,0,22799,0.2
53097,10,"Montana","LIMA",40540.8,0,0,0,745,50,39,0,0,0,1175,0,1989,11568,1074,945,20,200,17805,0.2
53101,10,"Montana","NOXON",54213.9,0,325,0,0,0,0,0,5,0,16252,0,6057,295,88,0,206,450,23678,0.2
53103,10,"Montana","ST. MARY 2",44742.6,0,366,0,2969,463,30,0,6,1583,334,31,3594,9922,105,290,154,6,19853,0.2
53105,11,"Montana","WHITLASH",44345.5,0,22,0,340,0,0,0,34,0,40,0,1081,14165,30,3614,90,0,19416,0.2
53131,17,"Montana","FLATWILLOW 2",41093.3,0,4,0,39,12,0,0,0,0,136,0,1244,10736,574,4139,1350,7,18241,0.2
53137,10,"Montana","GLEN",47019.6,0,56,0,1885,442,11,0,0,0,40,0,174,9645,5512,2582,407,0,20754,0.2
53176,10,"Montana","SKALKHO-RYE",39700.8,0,0,0,22,0,0,0,0,0,11103,0,3013,2598,0,0,6,0,16742,0.2
53800,10,"Montana","INSIDE ROAD",40368.8,0,198,0,1505,10,0,0,0,612,12441,13,1364,1306,146,0,96,13,17704,0.2
53900,10,"Montana","LOGAN PASS",49263.5,0,199,0,1647,113,6,0,123,782,12685,184,5152,148,12,0,35,0,21086,0.2
53901,10,"Montana","VICTOR",29457,0,0,0,690,61,0,0,7,9,2721,0,3094,2017,2862,36,332,502,12331,0.2
53902,10,"Montana","THREEMILE WA",39424.1,0,0,0,663,52,12,0,0,0,9269,6,2035,2384,1587,804,17,0,16829,0.2
53903,10,"Montana","CRAMER CREEK",41275.2,0,0,0,0,24,20,0,0,0,13085,0,3916,891,164,0,32,0,18132,0.2
53904,10,"Montana","BRADMAN",52113.5,0,0,0,69,0,0,0,0,0,11058,10,5705,3670,869,345,9,0,21735,0.2
53905,10,"Montana","GREENOUGH",34694.7,0,23,0,26,30,0,0,0,0,11710,43,1327,1239,42,161,256,0,14857,0.2
53906,10,"Montana","ELEVATION MT",40015,0,0,0,81,0,0,0,0,0,15495,2,1244,212,35,0,67,0,17136,0.2
53907,10,"Montana","PRYOR MTN.",45224.7,0,0,0,26,0,0,0,175,0,5724,0,7719,5815,0,0,50,0,19509,0.2
53908,17,"Montana","BULL MTN.",39788.2,0,0,0,57,0,0,0,0,0,4221,0,2627,10120,49,0,515,0,17589,0.2
53955,10,"Montana","GREENOAGH 2",39134,0,23,0,30,32,0,0,0,7,11974,32,1706,1895,45,148,406,0,16298,0.2
54001,22,"Nebraska","JULIAN",39958.3,0,74,0,1680,2079,278,187,0,1704,12,0,0,1496,1714,7885,659,6,17774,0.2
54002,22,"Nebraska","JOHNSON",39709.3,0,113,0,1622,30,0,0,0,1449,0,16,11,6701,1049,6430,228,0,17649,0.2
54003,19,"Nebraska","LIBERTY",46309.9,0,123,0,2152,274,26,0,0,999,0,33,0,9488,751,6538,36,0,20420,0.2
54004,19,"Nebraska","BELVIDERE",40196,0,126,0,1796,244,45,6,27,229,0,0,0,1490,0,13977,45,45,18030,0.2
54005,19,"Nebraska","SEWARD",42889.3,0,21,0,1529,388,46,7,0,527,0,0,0,2513,240,13719,33,0,19023,0.2
54006,19,"Nebraska","KENESAW",40041.9,0,99,0,1858,770,24,15,23,34,0,0,0,802,0,14066,115,13,17819,0.2
54007,19,"Nebraska","KEARNEY",39119.5,0,293,0,1645,524,15,0,56,67,0,0,6,2018,0,11794,833,104,17355,0.2
54008,19,"Nebraska","SUMNER",41011.8,0,115,0,1542,455,51,9,12,17,0,0,10,7200,186,8020,495,130,18242,0.2
54009,19,"Nebraska","HOLBROOK",39679.8,0,3,0,1601,48,0,0,0,0,0,0,0,6644,0,9114,300,0,17710,0.2
54010,19,"Nebraska","BARTLEY",39396.8,0,34,0,1402,168,34,0,17,112,0,1,0,7236,0,8443,144,0,17591,0.2
54011,19,"Nebraska","STRATTON",41105.2,0,38,0,1562,179,31,6,0,37,0,0,20,4571,59,11754,145,3,18405,0.2
54012,22,"Nebraska","GRETNA",39069.4,0,483,0,1288,1817,400,43,0,167,0,0,0,2203,178,10296,308,27,17210,0.2
54013,22,"Nebraska","IRVINGTON",41911.1,0,87,0,1052,1601,275,149,0,966,0,5,0,3695,30,10453,298,34,18645,0.2
54014,19,"Nebraska","SURPRISE",43628.8,0,85,0,1630,59,0,0,0,205,0,0,0,1629,0,15668,79,65,19420,0.2
54015,22,"Nebraska","RICHLAND",39892.9,0,386,0,1281,1122,64,12,1,321,0,0,0,1295,0,12974,232,9,17697,0.2
54016,19,"Nebraska","BARTLETT",47417.7,0,53,0,1907,233,52,0,17,133,0,0,35,9954,2386,5041,527,763,21101,0.2
54017,19,"Nebraska","PETERSBURG",40203,0,59,0,1589,545,69,5,0,292,0,0,0,5051,0,10003,94,18,17725,0.2
54018,19,"Nebraska","ALMERIA",41615.1,0,24,0,3178,644,54,0,0,175,9,0,0,11725,104,1900,308,373,18494,0.2
54019,19,"Nebraska","OCONTO",40675.7,0,7,0,2052,418,0,0,0,73,0,0,0,12338,158,2887,89,21,18043,0.2
54020,18,"Nebraska","PAXTON",39596.7,0,32,0,1972,146,0,0,9,130,0,0,0,3148,149,11908,98,0,17592,0.2
54021,18,"Nebraska","DALTON",40391.6,0,75,0,1963,263,18,0,0,73,8,7,7,7109,21,8263,29,87,17923,0.2
54022,22,"Nebraska","THURSTON",41688,0,0,0,1740,156,0,0,0,1733,0,0,0,4921,706,9182,27,0,18465,0.2
54023,11,"Nebraska","SPARTA",40968.7,0,0,0,1748,49,0,0,0,277,0,0,0,8427,133,7497,99,42,18272,0.2
54024,11,"Nebraska","WINSIDE",41124.7,0,30,0,1571,45,0,0,0,363,0,0,0,8213,0,7986,93,6,18307,0.2
54025,11,"Nebraska","EAGLE CREEK",40360.9,0,24,0,2334,53,6,0,0,136,1,0,0,13384,98,1490,402,38,17966,0.2
54026,11,"Nebraska","MIDWAY",40903.5,0,35,0,1824,10,0,0,0,563,5,0,0,12242,314,2532,573,169,18267,0.2
54027,19,"Nebraska","SWAN LAKE",40566.4,0,55,0,2745,58,0,0,8,9,0,19,0,13980,0,552,87,608,18121,0.2
54028,19,"Nebraska","JOHNSTOWN",39618.5,0,30,0,2486,114,39,5,0,132,491,79,0,5245,332,7945,146,549,17593,0.2
54029,19,"Nebraska","PIESTER LAKE",38301.4,0,35,0,1967,593,0,0,0,0,7,0,2,13302,0,47,10,1149,17112,0.2
54030,18,"Nebraska","AGATE",41534.6,0,0,0,2506,302,0,0,5,0,0,0,367,15214,0,62,40,34,18530,0.2
54031,19,"Nebraska","KENNEDY",38083.5,0,242,0,40,16,0,0,0,5,10,5,0,14285,0,0,188,2160,16951,0.2
54032,19,"Nebraska","TABLE",39979.3,0,0,0,2068,126,0,0,27,0,0,0,8,8866,13,6364,33,264,17769,0.2
54033,18,"Nebraska","KIMBALL",40107.6,0,10,0,2193,887,313,180,7,0,0,0,0,7287,27,6580,52,22,17558,0.2
