"RT..NO.","BCR","State","RT..NAME","Patch.Density","Largest.Patch.Index","Aggregation.Index","km"
42308,37,"Louisiana","WOODLAWN",8.97,11.18,86.59,0.4
42309,26,"Louisiana","PORT ALLEN",10.99,14.02,84.61,0.4
42310,26,"Louisiana","CAMP COVINGTON",27.07,3.53,74.53,0.4
42311,37,"Louisiana","FORKED ISLAND",8.73,22.35,86.69,0.4
42312,26,"Louisiana","Morgan City",14.45,9.29,77.24,0.4
42313,26,"Louisiana","LAUREL GROVE",9.01,25.5,85.12,0.4
42314,25,"Louisiana","TURKEY CREEK",18.84,10.02,77.9,0.4
42407,37,"Louisiana","VINTON 2",17.35,6.18,80.55,0.4
42410,26,"Louisiana","FRANKLINTON",26.47,3.06,74.56,0.4
42411,37,"Louisiana","FORKED ISLAND 2",8.8,22.95,86.51,0.4
42414,25,"Louisiana","LAKE COVE",21.54,4.94,75.61,0.4
42901,37,"Louisiana","N EVANGELINE",18.47,7.67,76.42,0.4
42902,26,"Louisiana","E EVANGELINE",11.68,15.14,84.29,0.4
42903,26,"Louisiana","RIVER ROAD",14.92,8.15,79.7,0.4
42904,26,"Louisiana","TENSAS NWR",3.35,38.68,89.51,0.4
42905,26,"Louisiana","ATCHAFALAYA",6.07,51.98,88,0.4
42906,26,"Louisiana","BATON ROUGE",21.55,8.84,73.58,0.4
44001,30,"Maine","CAPE NEDDICK",41.24,3.08,64.61,0.4
44002,14,"Maine","WESTBROOK",31.83,6.21,70.15,0.4
44003,14,"Maine","BIDDEFORD",30.08,6.88,70.91,0.4
44004,30,"Maine","KITTERY PT",40.1,2.85,67.35,0.4
44005,14,"Maine","NEWCASTLE",33.1,2.37,68.64,0.4
44006,14,"Maine","WILSON MILLS",20.31,4.38,73.69,0.4
44007,14,"Maine","BETHEL",27,5.55,72.52,0.4
44008,14,"Maine","TURNER",34.78,2.92,69.23,0.4
44009,14,"Maine","GREENWOOD",24.52,3.85,72.6,0.4
44010,14,"Maine","REEDS",27.28,2.81,70.14,0.4
44011,14,"Maine","SOUTH ARM",24.15,7.97,73.62,0.4
44012,14,"Maine","OTISFIELD GR",34.32,3.82,69.01,0.4
44013,14,"Maine","HARTFORD",29.36,3.03,71.06,0.4
44014,14,"Maine","BOWDOIN CTR",29.65,5.79,71.48,0.4
44015,14,"Maine","MANCHESTER",29.37,2.96,69.8,0.4
44016,14,"Maine","EAST TROY",29.63,2.8,71.41,0.4
44017,14,"Maine","WARREN",34.84,1.93,68.43,0.4
44018,14,"Maine","FREEDOM",28.35,6.34,71.2,0.4
44019,14,"Maine","HARMONY",32.8,1.59,69.61,0.4
44020,14,"Maine","BENTON",30.33,2.2,70.76,0.4
44021,14,"Maine","BROOKS",30.46,4.99,69.64,0.4
44022,14,"Maine","HERMON",35.37,2.04,68.54,0.4
44023,14,"Maine","EASTBROOK",25.48,5.92,73.79,0.4
44024,14,"Maine","HANCOCK",36.62,1.55,68.86,0.4
44025,14,"Maine","CASTINE",32.54,2.58,70.56,0.4
44026,14,"Maine","AURORA",26.34,2.87,71.05,0.4
44027,14,"Maine","COOPER",31.56,5.19,70.06,0.4
44028,14,"Maine","DEBLOIS",26.18,24.82,74.73,0.4
44029,14,"Maine","NORTHFIELD",28.96,7.73,71.13,0.4
44030,14,"Maine","MOOSE RIVER",29.4,4.58,71.4,0.4
44031,14,"Maine","CARRYING PL",20.8,5.28,74.97,0.4
44032,14,"Maine","CARRABASSETT",29.86,4.7,69.12,0.4
44033,14,"Maine","CHARLESTON",24.49,4.63,72.98,0.4
44034,14,"Maine","BAXTER",19.08,17.95,77.43,0.4
44035,14,"Maine","SEBOOMOOK LK",26.66,5.32,72.41,0.4
44036,14,"Maine","GREENVILLE",31.97,3.98,71.18,0.4
44037,14,"Maine","CAMBRIDGE",30.11,3.04,70.45,0.4
44038,14,"Maine","WINN",24.18,9.85,72.42,0.4
44039,14,"Maine","WYTOPITLOCK",24.27,9.12,74.23,0.4
44040,14,"Maine","BENEDICTA",23.9,6.44,72.97,0.4
44041,14,"Maine","MEDWAY",32.29,5.72,69.97,0.4
44042,14,"Maine","HUDSON",30.95,5.08,71.24,0.4
44043,14,"Maine","GRND LK STRM",22.79,4.68,73.36,0.4
44044,14,"Maine","WAITE",22.17,6.53,74.86,0.4
44045,14,"Maine","FOREST STA",22.3,6.52,74.84,0.4
44046,14,"Maine","CLAYTON LAKE",21.07,11.95,76.42,0.4
44047,14,"Maine","PILLSBURY PD",19.18,5.17,76.09,0.4
44048,14,"Maine","LUDLOW",27.06,2.71,71.73,0.4
44049,14,"Maine","WASHBURN",28.96,4.8,72.8,0.4
44050,14,"Maine","HORSE MTN",18.34,11.82,76.75,0.4
44051,14,"Maine","ASHLAND",32.15,2.63,70,0.4
44052,14,"Maine","BOUNDARY",26.56,6.7,76.2,0.4
44053,14,"Maine","FT FAIRFIELD",26.04,8.71,75.35,0.4
44054,14,"Maine","ST DAVID",23.93,5.26,73.6,0.4
44055,14,"Maine","BIG TWENTY",18.56,5.31,76.07,0.4
44056,14,"Maine","WEEKS BROOK",21.11,10.53,75.1,0.4
44057,14,"Maine","TELOS",21.75,7.79,74.37,0.4
44058,14,"Maine","PRIESTLY BR.",13.83,7.95,79.06,0.4
44059,14,"Maine","BAKER LAKE",20.4,6.93,75.18,0.4
44060,14,"Maine","YANKEETULADI",17.49,10.7,78.04,0.4
44108,14,"Maine","TURNER 2",28.71,3.16,71.24,0.4
44115,14,"Maine","ROME",26.41,6.13,70.96,0.4
44117,14,"Maine","JEFFERSON",34.58,1.83,69.4,0.4
44120,14,"Maine","CHURCH HILL",29.75,2.77,71.17,0.4
44134,14,"Maine","NESOWADNEHUN",16.19,30.12,77.92,0.4
44144,14,"Maine","TOPSFIELD",20.32,4.79,75.8,0.4
44146,14,"Maine","CLAYTON LAKE 2",20.16,13.6,76.29,0.4
44147,14,"Maine","HERON LAKE",18.42,7.64,77.99,0.4
44155,14,"Maine","BIG TWENTY II",20.74,6.97,75.84,0.4
44159,14,"Maine","BAKER LAKE 2",20.21,8.63,75.48,0.4
44301,14,"Maine","ST. JUSTE CHKPNT",23.35,5.02,74.75,0.4
44302,14,"Maine","PORTAGE",18.11,6.05,77.39,0.4
44303,14,"Maine","HOULTON",24.64,4.65,75.61,0.4
44304,14,"Maine","LAKE MOXIE",24.61,9.37,72.23,0.4
44305,14,"Maine","STACYVILLE",26.01,3.97,73.64,0.4
44306,14,"Maine","ANDOVER",22.05,5.34,73.06,0.4
44307,14,"Maine","CORNVILLE",32.09,2.53,70.67,0.4
44308,14,"Maine","SEARSPORT",34.15,2.75,68.66,0.4
44309,14,"Maine","STEUBEN",35.95,2.89,69.36,0.4
44310,14,"Maine","BROWNFIELD",28.84,5.64,70.71,0.4
44410,14,"Maine","BROWNFIELD 2",28.19,6.63,71.36,0.4
46001,28,"Maryland","FLOYD",11.58,12.37,82,0.4
46002,28,"Maryland","MT NEBO",15.17,10.67,78.75,0.4
46003,28,"Maryland","VINDEX",10.51,20.25,82.6,0.4
46004,28,"Maryland","OLDTOWN",7.79,47.87,86.36,0.4
46005,28,"Maryland","POTOMAC PARK",12.83,12.64,79.39,0.4
46006,28,"Maryland","WILLIAMSPORT",22.41,5.91,73.82,0.4
46007,28,"Maryland","SMITHSBURG",12.79,33.81,82.22,0.4
46008,28,"Maryland","WOLFSVILLE",13.86,14.91,79.32,0.4
46009,29,"Maryland","EMMITSBURG",19.57,9.49,75.56,0.4
46010,29,"Maryland","SILVER SPG",25.4,11.69,71.97,0.4
46011,29,"Maryland","OLNEY",19.56,4.95,77.08,0.4
46012,29,"Maryland","NORWOOD",27.52,4.25,69.18,0.4
46013,29,"Maryland","WARFIELDSBRG",17.27,3.15,76.98,0.4
46014,29,"Maryland","PLEASANT VAL",21.29,3.57,73.66,0.4
46015,29,"Maryland","BACHMAN MILL",18.67,9,75.61,0.4
46016,29,"Maryland","FOWBLESBURG",18.93,4.6,75.73,0.4
46017,29,"Maryland","EKLO",17.63,5.64,75.64,0.4
46018,29,"Maryland","RANDALLSTOWN",24.56,3.58,72.78,0.4
46019,29,"Maryland","UPPER XRDS",28.95,7.16,70.69,0.4
46020,29,"Maryland","VAN BIBBER",21.86,8.67,75.79,0.4
46021,30,"Maryland","JONES",35.1,6.18,68.1,0.4
46022,30,"Maryland","BELTSVILLE",35.28,2.51,67.23,0.4
46023,30,"Maryland","LARGO",32.58,4.47,66.44,0.4
46024,30,"Maryland","CHELTENHAM",30.11,3.78,71.08,0.4
46025,30,"Maryland","BROOMES ISL",27.33,8.05,72.49,0.4
46026,30,"Maryland","PT REPUBLIC",24.05,3.73,72.7,0.4
46027,30,"Maryland","TALL TIMBERS",32.78,4.68,70.63,0.4
46028,30,"Maryland","LA PLATA",32.11,7.93,70.85,0.4
46029,30,"Maryland","HUGHESVILLE",30.11,4.79,71,0.4
46030,30,"Maryland","POMONKEY",22.96,5.73,74.98,0.4
46031,30,"Maryland","POMFRET",23.19,8.67,74.61,0.4
46032,29,"Maryland","THEODORE",20.59,5.5,76.64,0.4
46033,29,"Maryland","NORTHEAST",24.05,9.12,74.27,0.4
46034,30,"Maryland","ELKTON",21.51,6.72,76.88,0.4
46035,30,"Maryland","MILLINGTON",17.41,8.63,77.81,0.4
46036,30,"Maryland","MELITOTA",17.16,9.83,79.42,0.4
46037,30,"Maryland","PINEY NECK",13.69,6.49,81.14,0.4
46038,30,"Maryland","HARMONY",21.17,6.61,76.74,0.4
46039,30,"Maryland","MATTHEWS",20.94,4.79,77.4,0.4
46040,30,"Maryland","EASTON",17.16,5.2,79.11,0.4
46041,30,"Maryland","GOLDEN HILL",19.16,6.64,77.9,0.4
46042,30,"Maryland","HONGA",16.71,4.74,80.7,0.4
46043,30,"Maryland","MADISON",21.69,4.79,76.56,0.4
46044,30,"Maryland","VIENNA",20.18,7.51,78.61,0.4
46045,30,"Maryland","FRUITLAND",33.23,2.92,70.16,0.4
46046,30,"Maryland","MARDELA",25.06,8.91,76.26,0.4
46047,30,"Maryland","COKESBURY",19.5,7.64,78.71,0.4
46048,30,"Maryland","NEWARK",22.64,5.38,76.76,0.4
46049,30,"Maryland","SINEPUXENT",24.62,7.27,76.98,0.4
46050,30,"Maryland","SNOW HILL",20.12,3.68,78.07,0.4
46051,28,"Maryland","JENNINGS",11.74,12.38,80.78,0.4
46052,28,"Maryland","STEYER",13.44,9.72,79.28,0.4
46053,28,"Maryland","FINZEL",9.96,31.47,82.43,0.4
46054,28,"Maryland","GREEN RIDGE",5.32,46.39,87.41,0.4
46055,28,"Maryland","PINEY GROVE",10.9,15.92,82.77,0.4
46102,28,"Maryland","ACCIDENT",12.64,10.03,80.77,0.4
46110,29,"Maryland","WHEATON",24.22,7.86,72.23,0.4
46112,29,"Maryland","IJAMSVILLE",20.52,3.41,74.91,0.4
46121,30,"Maryland","SEVERNA PARK",41.93,6.45,65.26,0.4
46123,30,"Maryland","DAVIDSNVILLE",24.28,4.85,74.77,0.4
46124,30,"Maryland","NOTTINGHAM",22.55,4.87,74.57,0.4
46125,30,"Maryland","ISLAND CREEK",24.99,8.69,74.24,0.4
46126,30,"Maryland","PR FREDERICK",24.72,3.77,72.49,0.4
46128,30,"Maryland","LA PLATA 2",27.62,7.37,73.2,0.4
46145,30,"Maryland","WALNUT",34.36,2.94,69.58,0.4
46149,30,"Maryland","BERLIN",16.34,7.23,80.1,0.4
46150,30,"Maryland","INDIANTOWN",16.9,7.77,80.35,0.4
46151,29,"Maryland","MADONNA",17.75,4.59,76.69,0.4
46900,30,"Maryland","GROVE NECK",12.11,6.95,82.39,0.4
46901,29,"Maryland","BALD FRIAR",19.61,11.85,76.22,0.4
46902,29,"Maryland","FAIR HILL",26.61,4.21,73.24,0.4
47001,30,"Massachusetts","E DENNIS",45.13,1.51,64.75,0.4
47002,30,"Massachusetts","CHILMARK",23.01,8.77,75.36,0.4
47003,30,"Massachusetts","MARION",32.92,2.26,72.25,0.4
47004,30,"Massachusetts","WELLFLEET",38.7,3.93,66.96,0.4
47005,30,"Massachusetts","PRATTVILLE",39.22,2.17,68.65,0.4
47006,30,"Massachusetts","BROCKTON",39.75,1.51,67.64,0.4
47007,30,"Massachusetts","NEWBURYPORT",36.88,2.4,69.99,0.4
47008,30,"Massachusetts","MAYNARD",36.58,5.23,68.78,0.4
47009,30,"Massachusetts","LITTLETON",35.86,2.13,69.8,0.4
47010,30,"Massachusetts","N OXFORD",30.72,7.15,72.5,0.4
47011,30,"Massachusetts","MANSFIELD",39.89,4.18,67.14,0.4
47012,30,"Massachusetts","PRINCETON",28.44,6.65,73.44,0.4
47013,30,"Massachusetts","E PEPPERELL",42.67,1.86,67.33,0.4
47014,30,"Massachusetts","BELCHERTOWN",28.89,8.75,71.89,0.4
47015,30,"Massachusetts","WARREN",35.11,11.91,69.9,0.4
47016,30,"Massachusetts","S BARRE",28.97,9.5,71.24,0.4
47017,14,"Massachusetts","N ORANGE",28.56,6.21,71.29,0.4
47018,14,"Massachusetts","CUMMINGTON",20.92,5.49,73.3,0.4
47019,14,"Massachusetts","CHESTERFIELD",23.63,5.13,71.46,0.4
47020,14,"Massachusetts","CHESHIRE",33.23,4.56,70.77,0.4
47021,14,"Massachusetts","PITTSFIELD",24.52,12.98,74.31,0.4
47022,14,"Massachusetts","SHEFFIELD",21.12,15.98,75.07,0.4
47102,30,"Massachusetts","GAY HEAD",24.24,7.57,73.06,0.4
47112,30,"Massachusetts","HOLDEN",26.43,6.64,73.87,0.4
47113,30,"Massachusetts","N. ANDOVER",33.72,3.75,70.12,0.4
47115,30,"Massachusetts","WARREN 2",33.77,11.85,70.14,0.4
47120,14,"Massachusetts","HANCOCK",14.84,14.24,80.39,0.4
47900,30,"Massachusetts","WARE RIVER",25.65,5.66,71.35,0.4
47901,30,"Massachusetts","CAPE COD NS",26.62,6.6,70.33,0.4
49001,12,"Michigan","ONTONAGON",22.2,5.24,76.86,0.4
49002,12,"Michigan","BERGLAND",21.65,15.09,78.23,0.4
49003,12,"Michigan","MARENISCO",24.91,3.82,74.27,0.4
49004,12,"Michigan","BOOTJACK",32.75,2.47,72.55,0.4
49005,12,"Michigan","NED LAKE",29.13,6.17,73.82,0.4
49006,12,"Michigan","HERMAN",31.36,4.51,71.63,0.4
49007,12,"Michigan","CRYSTAL FLS",28.68,4.22,73.46,0.4
49008,12,"Michigan","GIBBS CITY",26.79,4.07,73.38,0.4
49009,12,"Michigan","MAPLE GROVE",25.25,3.97,76.51,0.4
49010,12,"Michigan","ISHPEMING",39.23,1.76,66.77,0.4
49011,12,"Michigan","BROCKY LAKE",35.85,4.62,69.37,0.4
49012,12,"Michigan","WILSON",30.3,3.91,74.46,0.4
49013,12,"Michigan","CUNARD",26.86,2.47,76.71,0.4
49014,12,"Michigan","SHINGLETON",14.77,40.84,83.41,0.4
49015,12,"Michigan","CREIGHTON",30.14,5.18,71.43,0.4
49016,12,"Michigan","ISABELLA",24.45,6.22,77.3,0.4
49017,12,"Michigan","BEAR LAKE",32.77,2.69,73.29,0.4
49018,23,"Michigan","SCOTTVILLE",25.93,6.38,76.16,0.4
49019,23,"Michigan","BIG BLUE LK",33.39,2.15,70.23,0.4
49020,23,"Michigan","LAWRENCE",19.28,7.62,80.86,0.4
49021,23,"Michigan","BRAVO",28.06,3.45,74.3,0.4
49022,23,"Michigan","NEW TROY",25.22,3.75,77.6,0.4
49023,12,"Michigan","MUSKALLONGE",21.97,4.4,78.79,0.4
49024,12,"Michigan","TAHQUAMENON",16.32,21.99,81.33,0.4
49025,12,"Michigan","GILCHRIST",29.88,9.05,74.81,0.4
49026,12,"Michigan","PLEASANT VAL",25.74,6.03,76.06,0.4
49027,12,"Michigan","LAKE CITY",27.68,2.24,75.71,0.4
49028,12,"Michigan","IRONS",29.35,4.66,73.88,0.4
49029,12,"Michigan","SKEGEMOG PT",34.88,3.54,71.07,0.4
49030,12,"Michigan","TRAVERSE CTY",33.6,2.54,70.4,0.4
49031,23,"Michigan","BIG RAPIDS",28.63,7.64,74.6,0.4
49032,23,"Michigan","NASHVILLE",24.18,5.88,77.1,0.4
49033,23,"Michigan","COOPERSVILLE",18.95,1.99,80.9,0.4
49034,23,"Michigan","BELDING",28.39,2.7,74.21,0.4
49035,23,"Michigan","GALESBURG",24.58,2.15,77.66,0.4
49036,23,"Michigan","HOWARDSVILLE",24.55,3.93,76.4,0.4
49037,23,"Michigan","MONTEREY",23.05,5.78,76.42,0.4
49038,23,"Michigan","REMUS",32.84,4.13,74.07,0.4
49039,23,"Michigan","MOTTVILLE",24.91,2.65,77.55,0.4
49040,12,"Michigan","RACO",24.4,13.46,76.13,0.4
49041,12,"Michigan","PICKFORD",31.17,1.69,75.09,0.4
49042,12,"Michigan","RIGGSVILLE",25.73,1.7,75.16,0.4
49043,12,"Michigan","WALLOON LAKE",21.64,8.72,77.93,0.4
49044,12,"Michigan","BRUSH CREEK",29.81,3.16,74.61,0.4
49045,12,"Michigan","SKEELS",30.86,10.59,74.99,0.4
49046,12,"Michigan","FREDERIC",32.14,3.82,72.1,0.4
49047,12,"Michigan","RED OAK",29.52,2.07,75.2,0.4
49048,12,"Michigan","OBERLIN",33.76,2.68,72.23,0.4
49049,12,"Michigan","ST CHARLES",20.93,2.53,80.28,0.4
49050,12,"Michigan","NO BRADLEY",29.15,2.25,70.24,0.4
49051,12,"Michigan","OLA",12.48,2.18,85.3,0.4
49052,12,"Michigan","MAPLE RAPIDS",17.17,2.91,83.53,0.4
49053,23,"Michigan","BELL OAK",19.97,2.52,81.42,0.4
49054,23,"Michigan","HOLT",22.61,2.31,79.25,0.4
49055,23,"Michigan","HOMER",20.63,3.88,80.76,0.4
49056,23,"Michigan","FOWLERVILLE",20.41,2.71,80.28,0.4
49057,22,"Michigan","ADRIAN",12.36,20.36,84.05,0.4
49058,23,"Michigan","PRATTVILLE",27.56,1.83,74.82,0.4
49059,12,"Michigan","CATHRO",28.23,12.62,76.12,0.4
49060,12,"Michigan","BEAVER LAKE",31.7,2.5,73.5,0.4
49061,12,"Michigan","SAND LAKE",20.9,3.35,79.11,0.4
49062,12,"Michigan","HUBBARD LAKE",30.34,2.75,74.69,0.4
49063,23,"Michigan","JUNIATA",21.01,2.85,79.69,0.4
49064,23,"Michigan","OWENDALE",18.58,2.81,82.56,0.4
49065,23,"Michigan","NORTH BRANCH",31.36,1.91,75.28,0.4
49066,23,"Michigan","S LYONS",26.92,5.49,74.87,0.4
49067,23,"Michigan","PETTYSVILLE",31.74,3.2,72.16,0.4
49068,23,"Michigan","DRAYTON PLNS",27.74,4.04,74.1,0.4
49069,22,"Michigan","HAMTRAMCK",21.65,8.99,72.13,0.4
49070,12,"Michigan","DECKERVILLE",27.12,2.13,75.1,0.4
49071,23,"Michigan","TYRE",15.63,2.65,82.91,0.4
49072,23,"Michigan","ADAIR",23.59,1.75,77.9,0.4
49073,23,"Michigan","WALDENBURG",27.28,1.72,74.6,0.4
49126,12,"Michigan","PLEASANT VALLEY 2",28.19,2.42,75.07,0.4
49128,12,"Michigan","HARRIETTA",20.74,14.35,79.78,0.4
49130,12,"Michigan","CEDAR RUN",35.59,1.78,70.46,0.4
49131,23,"Michigan","HUNGERFORD",31.53,5.28,73.24,0.4
49134,23,"Michigan","BELDING 2",28.18,3.02,75.74,0.4
49143,12,"Michigan","WALLOON LAKE 2",19.41,9.15,79.78,0.4
49146,12,"Michigan","FREDERIC 2",29.07,6.72,74.01,0.4
49162,12,"Michigan","HERRON",31.63,1.73,74.28,0.4
49165,23,"Michigan","LAPEER",30.81,1.41,74.52,0.4
49166,23,"Michigan","ROCHESTER",28.38,2.14,74.71,0.4
49167,23,"Michigan","HAMBURG",26.95,2.26,75.61,0.4
49168,23,"Michigan","HARTLAND",30.52,2.95,73.16,0.4
49172,23,"Michigan","RICHMOND",24.56,1.71,76.88,0.4
49230,12,"Michigan","MAYFIELD",31.8,2.42,71.98,0.4
49267,23,"Michigan","HAMBURG 2",22.79,1.92,78.65,0.4
49900,23,"Michigan","CHIPPEWA LK.",32.34,4.4,73.93,0.4
49901,12,"Michigan","IMP LAKE",26.73,5.46,72.36,0.4
49902,12,"Michigan","PINE RIVER",21.87,25.26,73.22,0.4
49903,12,"Michigan","HIAWATHA NF",16.65,37.69,82.73,0.4
49904,12,"Michigan","BETCHLER LKS",21.13,6.5,75.34,0.4
49905,23,"Michigan","NEW BUFFALO",23.98,5.3,76.62,0.4
49906,12,"Michigan","SENEY NWR",26.28,4.59,67.72,0.4
49907,23,"Michigan","ALLEGAN WMA",21.75,6.66,77.03,0.4
49908,12,"Michigan","SIDNAW",25.34,11.26,74.42,0.4
49909,23,"Michigan","ALMENA",25.03,4.98,75.61,0.4
49910,23,"Michigan","BARRY S.G.A.",33.66,19.8,71.92,0.4
49911,12,"Michigan","SCOTT'S MARSH",20.5,8.94,78.59,0.4
49912,12,"Michigan","CLUSTER LAKES",24.71,9.71,76.79,0.4
49913,12,"Michigan","ENSIGN",19.84,11.72,79.57,0.4
49914,12,"Michigan","BIG ISLAND LAKE",22.47,8.14,78.44,0.4
49915,12,"Michigan","GOOSENECK",26.66,3.21,74.63,0.4
50001,23,"Minnesota","MONEY CREEK",18.01,3.9,76.78,0.4
50002,23,"Minnesota","CHATFIELD",13.74,3.25,78.59,0.4
50003,11,"Minnesota","HARTLAND",6.34,18.9,87.03,0.4
50004,11,"Minnesota","HUNTLEY",3.51,11.58,90.51,0.4
50005,11,"Minnesota","CHANDLER",9.43,3.68,87.19,0.4
50006,22,"Minnesota","ASH CREEK",10.29,6.3,85.92,0.4
50007,23,"Minnesota","MILLVILLE",21.18,4.56,75.14,0.4
50008,22,"Minnesota","LAKEVILLE",24.52,8.18,78.53,0.4
50009,23,"Minnesota","MINNETONKA",32.88,2.35,71.5,0.4
50010,11,"Minnesota","ARLINGTON",6.2,19.8,89.75,0.4
50011,11,"Minnesota","COURTLAND",11.59,11.25,84.41,0.4
50012,11,"Minnesota","REDWOOD FALL",3.49,9.58,91.34,0.4
50013,11,"Minnesota","MAYNARD",7.39,10.79,87.91,0.4
50014,11,"Minnesota","DAWSON",5.17,16.9,90.37,0.4
50015,23,"Minnesota","PRINCETON",22.51,8.28,77.61,0.4
50016,23,"Minnesota","OSSEO",27.33,2.71,75.64,0.4
50017,23,"Minnesota","KNAPP",22.38,14.86,79.32,0.4
50018,23,"Minnesota","ST STEPHEN",25.4,4.09,74.77,0.4
50019,11,"Minnesota","APPLETON",8.89,5.76,86.42,0.4
50020,11,"Minnesota","GLUEK",4.72,8.3,90.67,0.4
50021,11,"Minnesota","CHOKIO",6.36,8.37,89.51,0.4
50022,12,"Minnesota","CROMWELL",25.19,16.59,77.63,0.4
50023,12,"Minnesota","WIGWAM BAY",27.72,4.93,74.94,0.4
50024,12,"Minnesota","MILLE LACS",24.52,8.36,76.83,0.4
50025,12,"Minnesota","BACKUS",28,9.5,73.72,0.4
50026,12,"Minnesota","PINE RIVER",34.56,6.32,71.96,0.4
50027,23,"Minnesota","EDWARDS",24.71,7.15,77.16,0.4
50028,23,"Minnesota","EVERGREEN",31.42,2.51,73.15,0.4
50029,11,"Minnesota","GLYNDON",6.8,13.9,89.04,0.4
50030,11,"Minnesota","TENNEY",5.19,9.53,90.07,0.4
50031,12,"Minnesota","HOVLAND",31.17,4.72,69.81,0.4
50032,12,"Minnesota","LOCKPORT",25.96,3.62,71.88,0.4
50033,12,"Minnesota","SAWBILL LNDG",23.4,6.94,73.34,0.4
50034,12,"Minnesota","HART LAKE",30.24,3.91,73.29,0.4
50035,12,"Minnesota","FLOODWOOD",29.78,3.81,74.73,0.4
50036,12,"Minnesota","ISLAND LAKE",34.91,2.64,69.3,0.4
50037,12,"Minnesota","COHASSET",29.2,4.26,73.88,0.4
50038,12,"Minnesota","SHERRY LAKE",30.63,2.07,73.72,0.4
50039,12,"Minnesota","BENA",27.33,3.21,73.47,0.4
50040,12,"Minnesota","BEMIDJI",22.51,5.89,76.33,0.4
50041,11,"Minnesota","OKLEE",12.68,5.71,83.89,0.4
50042,12,"Minnesota","DEBS",26.41,6.87,76.42,0.4
50043,11,"Minnesota","BELTRAMI",11.94,8.93,85.5,0.4
50044,11,"Minnesota","WYLIE",11.3,10.31,84.99,0.4
50045,12,"Minnesota","CRANE LAKE",30.43,2.39,70.89,0.4
50046,12,"Minnesota","LITTLE FORK",32.98,3.71,68.91,0.4
50047,12,"Minnesota","LUDE",25.65,6.11,76.09,0.4
50048,12,"Minnesota","WASKISH",20.07,8.46,78.46,0.4
50049,11,"Minnesota","ERIE",16.57,4.67,82.06,0.4
50050,11,"Minnesota","GRYGLA",10.63,4.8,84.07,0.4
50051,11,"Minnesota","BADGER",15.91,4.04,81.33,0.4
50052,11,"Minnesota","LAKE BRONSON",12.05,5.96,82.74,0.4
50053,23,"Minnesota","CALEDONIA",16.27,3.4,77.75,0.4
50054,22,"Minnesota","LE ROY",8.48,13.52,85.58,0.4
50055,22,"Minnesota","AUSTIN",8.2,13.96,85.54,0.4
50056,11,"Minnesota","FAIRMONT",5.87,12.35,88.43,0.4
50057,11,"Minnesota","WORTHINGTON",6.76,7.27,88.88,0.4
50058,22,"Minnesota","FRONTENAC",18.55,11.28,77.8,0.4
50059,23,"Minnesota","LE CENTER",17.54,9.69,82.67,0.4
50060,11,"Minnesota","FRANKLIN",5.67,12.43,89.45,0.4
50061,11,"Minnesota","TRACY",7.78,14.54,87.21,0.4
50062,11,"Minnesota","TYLER",8.89,3.59,87.2,0.4
50063,23,"Minnesota","PINE CITY",27.73,2.81,76.27,0.4
50064,23,"Minnesota","NEW LONDON",13.79,5.39,84.64,0.4
50065,23,"Minnesota","GLENWOOD",16.61,8.87,81.93,0.4
50066,11,"Minnesota","CHOKIO",4.81,3.88,90.57,0.4
50067,12,"Minnesota","MAHTOWA",30.54,1.82,74.54,0.4
50068,12,"Minnesota","MCGREGOR",24.27,3.56,77.48,0.4
50069,12,"Minnesota","BRAINERD",27.64,4.85,75.38,0.4
50070,23,"Minnesota","ASHBY",25.94,3.48,74.23,0.4
50071,12,"Minnesota","SAWBILL CAMP",27.18,5.49,71.05,0.4
50072,12,"Minnesota","JORDAN",20.35,16.3,76.57,0.4
50073,12,"Minnesota","BABBITT",35.63,2.68,71.6,0.4
50074,12,"Minnesota","BIGFORK",24.54,4.22,75.66,0.4
50075,12,"Minnesota","BLACKDUCK",24.42,6.37,74.73,0.4
50076,12,"Minnesota","BAGLEY",23.4,5.83,78,0.4
50077,11,"Minnesota","LOCKHART",3.54,8.07,91.04,0.4
50078,12,"Minnesota","GLENDALE",28.68,3.09,71.91,0.4
50079,12,"Minnesota","KOOCHICHING",31.02,17.4,70.13,0.4
50080,12,"Minnesota","RED LAKE",12.58,48.04,84.1,0.4
50081,12,"Minnesota","WARROAD",17.41,3.27,82.18,0.4
50082,12,"Minnesota","GREENBUSH",11.93,4.7,83.35,0.4
50102,23,"Minnesota","CHATFIELD II",12.8,2.95,79.25,0.4
50139,12,"Minnesota","CASS LAKE",23.89,17.86,75.6,0.4
50140,12,"Minnesota","NEBISH",23.97,5.52,76.03,0.4
50179,12,"Minnesota","NETT LAKE",34.81,14.79,68.88,0.4
50900,23,"Minnesota","SHERBURNE NR",26.8,7.65,74.2,0.4
50902,12,"Minnesota","TAMARAC NWR",18.18,39.64,81.29,0.4
50903,23,"Minnesota","WHITEWATER",19.13,8.32,76.15,0.4
50904,11,"Minnesota","BIG STONE",9.02,8.95,85.6,0.4
51001,27,"Mississippi","LAKE MARY",27.97,5.87,72.03,0.4
51002,27,"Mississippi","BEVERLY",33.39,3.91,69.24,0.4
51003,26,"Mississippi","DUNDEE",7.42,19.31,82.18,0.4
51004,26,"Mississippi","COMMERCE",18.69,17.48,80.56,0.4
